dia,materia,assunto,num,fonte,enunciado,A,B,C,D,E,gabarito,imagens
45,HISTÓRIA,IDADE MODERNA,6,PUC GO 2021 -- HIS,"Os modelos estatísticos surgiram como instrumentos do Estado moderno
para governar as populações. Conforme o pensador Byung-Chul Han, por
meio da regularidade matemática e das probabilidades seriais, ""os
filósofos acreditavam poder reconhecer até mesmo o vaticínio divino"".
Tal racionalização da administração pública é uma consequência do
movimento Iluminista.

 

Assinale a única alternativa que caracteriza corretamente esse
movimento, considerando sua abrangência para além do âmbito das ideias:","O iluminismo foi um movimento intelectual que defendia a superioridade da ciência e da razão nas relações com o mundo natural, bem como na relação do indivíduo com a sociedade. As ""trevas"" a serem vencidas eram representadas pelo poder da Igreja, que viveria de explorar as superstições do povo","O iluminismo foi um movimento internacional que defendia a industrialização e o progresso de todos os países. Com isso, a felicidade geral seria atingida, pois as máquinas eram as representantes do progresso social e as ""trevas"" seriam as antigas corporações medievais, a serem destruídas.","O iluminismo foi um movimento global que buscou levar as ""luzes divinas"" aos povos que viviam nas ""trevas"" da ignorância e do atraso. As metrópoles coloniais, portanto, contribuíram muito para sua difusão.","O iluminismo foi um movimento político que reformou as técnicas administrativas do Estado e a cobrança de impostos, fortalecendo o poder monárquico. Com seu impacto, as realezas europeias conseguiram uma sobrevida, antes que a Revolução Industrial surgisse para derrubá-las.",,A,
45,HISTÓRIA,IDADE MODERNA,7,ENEM 2021 DIG -- HIS,"**TEXTO I**

 

    Macaulay enfatizou o glorioso acontecimento representado pela luta
do Parlamento contra Carlos I em prol da liberdade politica e religiosa
do povo inglês; significou o primeiro confronto entre a liberdade e a
tirania real, primeiro combate em favor do Iluminismo e do Liberalismo.

ARRUDA, J J A Perspectivas da Revolução inglesa Rev. Bras. Mist. n 7,
1984 (adoptado)

 

**TEXTO II**

 

    A Revolução Inglesa, como todas as revoluções, foi causada pela
ruptura da velha sociedade, e não pelos desejos da velha burguesia. Na
década de 1640, camponeses se revoltaram contra os cercamentos, tecelões
contra a miséria resultante da depressão e os crentes contra o
Anticristo a fim de instalar o reino de Cristo na Terra.

HILL C Uma revolução durguesa? Rev. Bras. Mist. n 7, 1964 (adaptado).

 

À concepção da Revolução Inglesa apresentada no Texto II diferencia-se
da do Texto I ao destacar a existência de",pluralidade das demandas sociais.,homogeneidade das lutas religiosas.,unicidade das abordagens históricas.,superficialidade dos interesses políticos.,superioridade dos aspectos econômicos.,A,
45,HISTÓRIA,IDADE MODERNA,8,UEA 2021 -- HIS,"Observe a ilustração de Lutero fixando suas 95 teses na catedral de
Wittenberg, no Sacro Império Romano-Germânico.

 

As 95 teses de Lutero

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia45_image5.webp)

A imagem pode ser associada a uma das teses de Lutero, que",defendia a ideia da predestinação pela qual a salvação de uns em detrimento de outros era um sinal dos mistérios de Deus.,criticava a venda de indulgências por considerá-la uma prática corrupta e frágil do ponto de vista teológico.,"questionava alguns dogmas católicos, exceto a infalibilidade do papa em matéria de fé e salvação das almas.",propunha o rompimento com Roma por meio da separação da Igreja e do Estado na Alemanha.,advogava uma sociedade sem diferenças entre ricos e pobres fundada na propriedade coletiva dos bens.,B,dia45_image5.webp
45,FILOSOFIA,DEMOCRACIA,1,FAMERP 2016 -- FIL,"A cidade grega é o modelo por excelência, origem e paradigma da
democracia. É dela que retiramos as exigências constituídas de toda a
política moderna. Mas a cidade grega não é uma democracia modelo. Ela
funciona à custa de exclusões.

***(Barbara Cassin et al. Gregos, bárbaros, estrangeiros, 1993.
Adaptado.)***

A afirmação do excerto é, aparentemente, contraditória, ao reafirmar a
democracia grega como modelo e sustentar que o seu funcionamento era
excludente. A aparente contradição ocorre porque","o governo era dirigido pela classe senatorial, embora os senadores fossem eleitos pelo conjunto dos cidadãos.","o poder político era exercido diretamente no interior das propriedades rurais, embora dele permanecessem afastados os que aravam a terra","a pólis era internamente dividida em corporações de ofício, embora o governo geral fosse composto por um representante de cada uma delas.","a assembleia de cidadãos era formada por camponeses e artesãos, embora eles estivessem afastados dos assuntos militares.","a participação dos cidadãos nas decisões públicas era plena e direta, embora mulheres, estrangeiros e escravos permanecessem fora da política.",E,
45,FILOSOFIA,DEMOCRACIA,2,ENEM 2015 -- FIL,"O que implica o sistema da pólis é uma extraordinária preeminência da
palavra sobre todos os outros instrumentos do poder. A palavra constitui
o debate contraditório, a discussão, a argumentação e a polêmica.
Torna-se a regra do jogo intelectual, assim como do jogo político.

VERNANT, J. P. As origens do pensamento grego. Rio de Janeiro: Bertrand,
1992 (adaptado).

 

Na configuração política da democracia grega, em especial a ateniense,
a *ágora* tinha por função",agregar os cidadãos em torno de reis que governavam em prol da cidade.,permitir aos homens livres o acesso às decisões do Estado expostas por seus magistrados.,constituir o lugar onde o corpo de cidadãos se reunia para deliberar sobre as questões da comunidade.,reunir os exércitos para decidir em assembleias fechadas os rumos a serem tomados em caso de guerra.,congregar a comunidade para eleger representantes com direito a pronunciar-se em assembleias.,C,
45,FILOSOFIA,DEMOCRACIA,3,FATEC 2016 -- FIL,"Em 2015, o noticiário internacional deu grande destaque à Grécia, país
europeu que vivia uma grave crise econômica e convocou a população para
decidir, via referendo, as medidas que deveriam ser adotadas pelo
governo para gerir a crise. Parte da imprensa destacou o caráter
democrático de tal medida e, em muitos textos, lembrou que os gregos
foram os criadores da democracia.

 

Assinale a alternativa que indica corretamente quais são as principais
diferenças entre as concepções de democracia na Antiguidade grega e no
mundo contemporâneo.","Na Antiguidade grega, a democracia surgiu da necessidade de administrar países cada vez maiores; nas democracias contemporâneas, a política ajuda a administrar unidades menores, como as cidades.","Na Antiguidade grega, o espaço reservado à atividade política eram os templos religiosos ou as residências das pessoas mais importantes; nas democracias contemporâneas, a atividade política se realiza no espaço público.","Na Antiguidade grega, política e religião eram esferas sociais separadas; nas democracias contemporâneas, a noção de cidadania vincula-se estreitamente às concepções religiosas.","Nas democracias contemporâneas, a participação política é vinculada à renda, com o voto censitário; na Grécia Antiga, apenas os proprietários de terras, homens e mulheres, tinham direito à participação política.","Nas democracias contemporâneas, o direito à participação política se estende a todos os grupos sociais; na Grécia antiga, apenas os homens livres nascidos na pólis eram considerados cidadãos.",E,
45,FILOSOFIA,DEMOCRACIA,4,ENEM 2019 -- FIL,"* A criação do Sistema Único de Saúde (SUS) como uma política para todos
constitui-se uma das mais importantes conquistas da sociedade brasileira
no século XX. O SUS deve ser valorizado e defendido como um marco para a
cidadania e o avanço civilizatório. A democracia envolve um modelo de
Estado no qual políticas protegem os cidadãos e reduzem as
desigualdades. O SUS é uma diretriz que fortalece a cidadania e
contribui para assegurar o exercício de direitos, o pluralismo político
e o bem-estar como valores de uma sociedade fraterna, pluralista e sem
preconceitos, conforme prevê a Constituição Federal de 1988.*

 

Segundo o texto, duas características da concepção da política pública
analisada são:",Paternalismo e filantropia.,Liberalismo e meritocracia.,Universalismo e igualitarismo.,Nacionalismo e individualismo.,Revolucionarismo e coparticipação.,C,
45,FILOSOFIA,DEMOCRACIA,5,UFVJM 2021 -- FIL,"Sobre a crise nas democracias contemporâneas, Levitsky e Ziblatt (2018)
observam que:

 

A ditadura ostensiva -- sob a forma de fascismo, comunismo ou domínio
militar -- desapareceu em grande parte do mundo. Golpes militares e
outras tomadas violentas do poder são raros. A maioria dos países
realiza eleições regulares. Desde o final da Guerra Fria, a maior parte
dos colapsos democráticos não foi causada por generais e soldados, mas
pelos próprios governos eleitos.

**Fonte**: LEVITSKY, Steve e ZIBLATT, Daniel. Como as democracias
morrem. Zahar, 2018. p.92.

 

De acordo com o texto, para evitar o processo de corrosão interna da
democracia, seria necessário ter mecanismos para identificar e afastar
do jogo democrático pessoas que demonstrassem comportamentos
autoritários do tipo: rejeição das regras do jogo democrático; negação
da legitimidade dos oponentes políticos; tolerância ou encorajamento à
violência; propensão a restringir liberdades civis de oponentes,
inclusive, a mídia.

 

Assinale a alternativa que contém apenas afirmações que descrevem
comportamentos de políticos autoritários:",Atacam oponentes; questionam resultados eleitorais; respeitam a Constituição; buscam diálogos entre oponentes políticos com objetivos de melhoria da qualidade de vida da população.,Promovem políticas de igualdade social; aceitam resultados eleitorais; promovem plebiscitos para conhecer a opinião da população sobre temas polêmicos.,Respeitam oponentes políticos e as regras de alternância do poder; favorecem as políticas partidárias; promovem debates para melhoria da qualidade das normas e leis do país.,"Descrevem sem fundamentação seus rivais partidários como criminosos; toleram as ações de gangues armadas, forças paramilitares e milícias; elogiam medidas repressivas tomadas por outros governos.",,D,
45,FILOSOFIA,DEMOCRACIA,6,ENEM 2018 -- SOC,"Leia com atenção o trecho a seguir, composto por fragmentos das
afirmações de Platão sobre a democracia enquanto sistema de governo:

 

""Pois bem!, a meu ver, a democracia aparece quando os pobres, tendo
conquistado a vitória sobre os ricos, chacinam uns, banem outros e
partilham igualmente, com os que sobram, o governo e os cargos público;
e frequentemente estes cargos são sorteados\...É como vês, um governo
agradável, anárquico e variegado (diversificado, grifo meu) que confere
uma espécie de igualdade tanto ao que é desigual, como ao que é igual"".

Platão, A República, v. 2, p.162-172.

 

Considerando o trecho acima, e o pensamento político do filósofo da
antiguidade, atente para o que se diz a seguir e assinale com **V **o
que for verdadeiro e com **F** o que for falso.

 

( ) Tendo sido um dos maiores defensores da democracia ateniense, Platão
considerava a democracia o melhor dos sistemas de governança.

( ) Fiel a sua origem aristocrática, Platão tinha uma visão elitista de
poder na qual o seu exercício deveria ser dos mais sábios e não do homem
comum.

( ) Para Platão, o melhor sistema de governo seria a sofocracia, ou
seja, um governo dos homens que atingissem o grau máximo de sabedoria.

( ) Platão foi um grande defensor da tirania como forma de governo.
Somente um tirano justo e sábio evitaria as formas degeneradas de poder.

 

A sequência correta, de cima para baixo, é:","V, F, V, F.","F, V, F, V.","V, F, F, V.","F, V, V, F.",,D,
45,FILOSOFIA,DEMOCRACIA,7,UNICENTRO 2018 -- FIL,"""À estratégia do poder autocrático pertence não apenas o não dizer, mas
também o dizer em falso: além do silêncio, a mentira. Quando é obrigado
a falar, o autocrata pode servir-se da palavra não para manifestar em
público as suas próprias e reais intenções, mas para escondê-las.
\[\...\] O povo, ou não deve saber, porque não é capaz de entender, ou
deve ser enganado, porque não suporta a luz da verdade.""

(BOBBIO, Norberto. *Teoria geral da política*. A filosofia política e a
lição dos clássicos. Rio de Janeiro: Campus, 2000, p. 389).

Embora a democracia seja a antítese de todo o poder autocrático, o
exercício do poder muitas vezes perverte-se nas mãos de quem o detém.
Qual, das características abaixo, NÃO compreende um princípio
democrático?","O poder na democracia não deve privilegiar um grupo ou classe; ao contrário, deve permitir que todos os setores da sociedade sejam legitimamente representados.","Na democracia, a informação deve circular livremente e a cultura não deve ser privilégio de alguns.","Na democracia, o pensamento do povo deve ser homogeneizado, no sentido que o conflito de ideias, o debate, devam ser evitados.","É interessante que o povo seja instruído, pois assim ele aumentará o seu poder de reivindicação; daí a necessidade da ampla extensão da educação.","Divergir é inerente à sociedade pluralista. A democracia deve respeitar o pensamento divergente, os múltiplos discursos, bem como admitir uma heterogeneidade essencial.",C,
